Sterculia pilosa;Tacacazeiro/Axixá;mg;d;ma;11.0;4.8;15.9;0.53;0.71;1.10;10000;61.9;28.3;3.6;6.3;3860;3950;3.1;;;Sterculia pilosa;12000;99.0;51.8;5.1;9.4;6330;5170;4.1;;2.3
Sterculia speciosa;Tacacazeiro/Axixá;g;d;ma;10.6;5.2;16.2;0.49;0.65;1.09;11300;60.7;25.6;2.7;7.1;3590;3230;3.1;;;Sterculia speciosa;12000;99.0;51.8;5.1;9.4;5090;4240;4.1;;2.0
Sterculia speciosa;Tacacazeiro/Axixá;g;d;ma;11.0;4.8;15.9;0.53;0.71;;10000;61.9;28.3;3.6;6.3;3860;3950;2.8;350;;Sterculia speciosa;13900;92.3;47.4;4.9;8.9;6330;5170;2.4;430;2.3
Tachigali cavipes;Tachi-branco;m;r;ol;6.3;4.6;9.7;0.40;0.55;1.02;7900;33.3;20.9;3.2;7.6;4060;3230;2.4;360;;Tachigali cavipes;10400;83.9;45.3;4.4;8.8;4610;3710;3.2;440;1.4
Tachigali multijuga;Tachi-preto;m;r;ol;7.4;4.2;12.8;0.57;0.64;1.13;13200;78.6;33.3;5.1;8.4;5250;4890;2.7;530;;Tachigali multijuga;12100;99.9;61.1;7.9;11.7;5950;4850;5.2;530;1.8
Caraipa densiflora;Tamaquaré;m;i;;9.9;6.5;15.6;0.63;0.77;1.21;12700;80.6;36.7;4.7;9.6;5060;4680;3.8;560;;Caraipa densifolia;15100;131.8;66.1;9.3;13.0;8870;6900;3.7;590;1.5
Buchenavia capitata;Tanibuca;m;r;ol;11.6;5.9;16.7;0.70;0.84;1.26;11500;82.7;40.8;10.0;10.3;5010;4650;4.0;630;;Buchenavia capitata;12700;109.8;60.5;13.2;11.6;11330;7440;3.5;540;2.0
Buchenavia cf. viridiflora;Tanibuca;m;o;ol;9.3;5.7;11.2;0.67;0.88;1.19;11200;97.4;44.6;11.0;13.2;8240;7240;;530;;Buchenavia cf. viridiflora;13300;120.3;67.4;12.5;17.5;14020;9940;5.7;480;1.6
Buchenavia grandis;Tanibuca;m;r;ol;7.4;4.7;12.2;0.72;0.89;1.22;10600;90.1;43.7;8.7;11.0;7760;7550;5.1;590;;Buchenavia grandis;11100;97.6;69.7;13.7;16.6;13520;10940;4.0;;1.6
Buchenavia sp.;Tanibuca;m;o;ol;7.4;3.9;12.7;0.72;0.86;1.19;12200;99.9;47.8;9.6;11.6;7850;7540;4.1;600;;Buchenavia sp.;14300;138.9;74.4;14.5;16.1;15740;12830;4.5;580;1.9
Spondias lutea;Taperebá/Cajá;m;d;br;7.4;4.2;10.4;0.38;0.48;1.05;6900;41.8;18.5;2.0;5.2;1280;950;3.1;;;Spondias lutea;7600;46.9;30.2;3.0;5.9;2150;1220;2.9;;1.8
Spondias lutea;Taperebá/Cajá;m;d;br;6.0;2.5;9.5;0.38;0.45;;7000;40.0;17.9;2.2;4.6;2480;2020;2.4;400;;Spondias lutea;7900;47.7;31.5;3.8;6.2;3370;2040;2.9;350;2.4
Tapirira guianensis;Tatapiririca;mf;d;ma;8.3;3.6;11.5;0.50;0.63;0.96;9100;57.1;28.6;4.1;8.2;4400;3710;3.9;;;Tapirira guianensis;11100;84.7;46.2;6.9;10.9;5450;4040;5.5;;2.3
Couratari guianensis;Tauari;m;d;ci;6.1;3.6;10.4;0.52;0.65;1.11;9400;68.5;32.4;5.8;8.3;4810;4290;5.2;;;Couratari guianensis;11700;106.1;55.0;7.9;10.4;6650;5160;4.2;;1.7
Couratari oblongifolia;Tauari;m;d;br;6.1;3.6;10.4;0.49;0.61;1.09;9500;58.9;27.7;4.6;6.9;3800;3560;3.3;;;Couratari oblongifolia;10800;90.5;47.7;6.2;8.7;5420;3800;3.7;;1.7
Couratari oblongifolia;Tauari;m;d;br;6.6;4.2;10.9;0.50;0.63;1.13;10200;64.9;29.8;4.0;8.9;3990;3720;4.6;550;;Couratari oblongifolia;11100;84.7;45.5;6.4;10.6;5890;4690;3.8;490;1.6
Couratari stellata;Tauari;m;d;am;7.8;5.8;13.4;0.65;0.84;1.13;13400;99.0;45.4;8.3;9.8;6950;6790;5.4;;;Couratari stellata;14600;136.7;70.5;11.8;13.1;8950;7100;4.6;;1.3
Tachigali sp.;Taxi;m;r;ol;7.0;4.1;11.9;0.48;0.58;1.03;10500;68.2;28.0;3.6;9.8;4010;3380;3.1;540;;Tachigali sp;10800;97.3;47.9;6.2;12.1;6740;4620;3.6;580;1.7
Sclerolobium paraense;Taxi-branco;m;r;ol;8.3;4.0;12.3;0.61;0.78;1.17;12500;89.4;43.3;7.1;12.8;7370;7200;5.1;670;;Sclerolobium paraense;13700;125.8;65.7;11.5;17.7;10940;8900;4.8;680;2.1
Sclerolobium poeppigianum;Taxi-preto/Taxi-pitomba;m;i;ci;8.1;4.2;12.6;0.65;0.83;1.17;12900;94.5;47.4;6.0;10.8;6770;6450;4.3;540;;Sclerolobium poeppigianum;13400;131.3;69.0;10.6;18.1;8140;6710;4.9;650;1.9
Sclerolobium chrysophyllum;Taxi-vermelho;m;i;ol;8.0;4.2;12.1;0.61;0.78;1.07;11800;79.7;44.4;5.4;12.2;7320;7270;4.9;590;;Sclerolobium chrysophyllum;13800;117.0;57.5;9.0;15.6;8510;6430;4.8;520;1.9
Tachigali myrmecophila;Taxizeiro preto;m;r;ol;7.3;4.1;11.1;0.56;0.71;1.07;10500;78.7;37.7;7.1;10.5;5810;5030;2.3;330;;Tachigali myrmecophila;11200;107.0;57.8;9.3;12.2;7620;5620;3.0;360;1.8
Ormosia coccinea;Tento;g;r;ro;6.7;3.9;10.9;0.58;0.72;1.18;9000;63.1;33.8;7.2;8.8;5680;5520;3.7;510;;Ormosia coccinea;10100;96.5;51.0;11.0;12.5;7640;6250;3.7;500;1.7
Ormosia paraensis;Tento;g;r;ro;10.3;4.7;14.7;0.67;0.73;1.17;13200;86.2;45.8;8.1;9.6;6660;6490;3.7;510;;Ormosia paraensis;14900;125.2;72.0;10.8;12.7;8830;8370;3.7;500;2.2
Ormosia paraensis ;Tento;g;r;;8.6;4.8;13.8;0.65;0.73;1.19;8900;44.8;36.5;8.7;8.2;6190;6270;0.9;360;;Ormosia paraensis ;10400;82.9;45.3;9.6;12.7;8320;6940;2.3;390;1.8
Piptadenia suaveolens;Timborana;m;in;ma;7.1;4.9;11.3;0.72;0.91;1.10;12300;108.3;51.9;10.4;11;7120;7380;4.6;670;;Piptadenia suaveolens;15700;149.8;79.8;14.2;16.2;8980;9790;5.4;680;1.4
Piptadenia suaveolens;Timborana;m;in;ma;8.3;5.1;13.1;0.76;0.98;1.17;13400;107.9;54.1;8.9;13.9;7390;8350;5.6;670;;Piptadenia suaveolens;13400;128.5;69.7;11.5;12.6;7330;7850;5.1;;1.6
Pouteria oblanceolata;Tuturubá;f;d;ma;8.9;5.2;13.8;0.79;0.96;1.27;13800;115.4;54.8;11.1;11.4;10140;10100;4.4;540;;Pouteria oblanceolata;15700;156.2;79.4;14.0;16.3;;;4.1;510;1.7
Endopleura uchi;Uchi-liso;m;d;ma;9.6;6.4;15.6;0.78;1.04;1.18;14600;116.3;55.6;8.0;13.9;9540;9120;5.5;580;;Endopleura uchi;15600;156.7;16.3;13.3;19.1;13370;10590;6.3;480;1.5
Virola michellii;Ucuúba-da-terra-firme;m;d;;9.9;4.7;14.8;0.50;0.66;1.04;10000;57.7;26.9;3.2;6.8;3820;3380;4.3;;;Virola michelii;12100;97.2;52.2;5.0;10.1;6710;4720;4.9;;2.1
Iryanthera grandis;Ucuubarana;mf;d;ma;8.7;5.4;13.5;0.63;0.82;1.12;10900;73.9;36.0;5.4;8.1;4140;4400;4.2;;;Iryanthera grandis;12700;108.5;60.9;8.3;9.8;5280;5420;4.7;;1.6
Osteophloeum platyspermum;Ucuubarana;m;d;ma;9.4;5.3;14.5;0.46;0.59;1.01;9600;43.1;21.1;1.9;5.8;2640;2330;2.6;350;;Osteophloeum platyspermum;12100;80.3;44.6;3.6;10.4;4950;3910;2.7;420;1.8
Osteophloeum platyspermum;Ucuubarana;m;d;;7.4;3.6;10.8;0.50;0.59;1.12;11000;57.7;27.2;3.7;7.5;3210;3020;3.8;470;;Osteophloeum platyspermum;12600;89.8;46.9;5.1;9.2;4440;3500;3.6;430;2.1
Bixa arborea;Urucu-da-mata;m;d;ma;6.0;2.6;9.1;0.32;0.39;0.88;6500;45.3;22.1;2.4;5.2;2840;1540;2.1;;;Bixa arborea;7700;55.5;36.5;4.0;6.4;3960;1980;2.4;;2.3
Sloanea nitida;Urucurana;m;d;ma;11.2;5.3;18.6;0.90;1.08;1.30;15100;118.4;58.6;12.9;15.9;11920;12420;4.7;800;;Slonea nitida;18100;174.9;97.4;20.0;16.3;16860;1840;8.6;820;2.1
Sloanea sp.;Urucurana;m;d;ma;8.7;5.6;15.5;0.72;0.96;1.21;13100;127.2;44.5;9.5;10.8;8720;8830;4.1;900;;Slonea sp.;16300;152.9;78.3;16.1;22.8;18990;19080;3.4;;1.6
Swartzia recurva;Urucurana;m;d;am;8.5;6.2;15.0;0.77;0.92;1.22;16700;108.1;49.4;7.9;10.7;8230;8320;5.7;750;;Swartzia recurva;17000;157.1;74.5;15.3;17.4;12820;1120;4.6;690;1.4
Vantanea parviflora;Uxirana;m;i;ma;10.3;8.2;17.6;0.86;1.17;1.20;16600;125.9;66.3;9.9;13.6;10750;10430;5.9;720;;Vantanea parviflora ;17900;173.2;88.1;15.5;18.1;15740;13370;4.8;580;1.3
Virola surinamensis;Virola;mf;d;ma;8.6;3.2;12.0;0.35;0.44;1.09;7700;35.1;15.4;1.4;4.3;1990;1600;2.0;200;;Virola surinamensis;8700;58.9;36.2;2.8;;;;2.7;410;2.7
Tachigali cf. myrmecophila;;m;r;ol;7.5;5.2;11.9;0.57;0.72;1.12;11500;82.2;40.2;5.3;11.4;5980;5880;4.8;620;;Tachigali cf. myrmecophila;13200;133.2;58.6;9.0;14.4;8770;8030;3.8;620;1.4
